store_id,lat,lon
231,55.79025539440449,37.6799440171965
232,55.75618441354419,37.61543755433735
233,55.77039250956551,37.62066327053516
234,55.729675357381524,37.61128471163915
235,55.808225,37.638
236,55.74179156539461,37.655982512897204
237,55.757744346822655,37.65861682936042
238,55.76063740685553,37.585084712966754
239,55.793194,37.603750
240,55.785513,37.665408
483,55.89761994102877,37.66690453967259
244,55.70979575590598,37.65691752645866
246,55.706883,37.592096
247,55.744632,37.566072
248,55.690278,37.601879
249,55.74890566685245,37.539308723872175
250,55.761264,37.575962
251,55.782001,37.703499
252,55.845855,37.662093
253,55.691958,37.527956
254,55.743788198373174,37.508470687171446
255,55.870481,37.638009
256,55.656031,37.541503
257,55.74267131346296,37.499507355819254
258,55.867253,37.704206
259,55.82371826535701,37.49767838556603
260,55.658835,37.741908
261,55.79956080457858,37.48281915211477
262,55.659647,37.749661
264,55.665061,37.481487
265,55.60667,37.536284
266,55.619467,37.50928
267,55.618445724851085,37.50720505026226
268,55.85506194728188,37.47765284655744
269,55.90968,37.540721
270,55.572757,37.673924
271,55.85039592886151,37.44345699867197
273,55.862263070875336,37.43541420866688
274,55.88078872925041,37.44978295003849
276,55.84655583522786,37.35814311904875
277,55.7106756080664,37.62092193254021
278,55.658825,37.73977
279,55.750824,37.820322
280,55.77879054336332,37.58572115211433
281,55.81073150013582,37.83074024138582
282,55.582986,37.59524
283,55.640225454121776,37.621036777770804
284,55.640543,37.608212
285,55.792706249211385,37.786633566794876
286,55.767114984861855,37.371794779097996
287,55.838,37.576852
288,55.653314,37.64613
289,55.66431553401397,37.627432402099515
290,55.677336,37.765399
293,55.605058,37.286292
295,55.869208,37.663018
296,55.77261132127057,37.6768568809506
297,55.78842608971598,37.74804555092512
298,55.609675,37.720106
300,55.863965734181235,37.54529850956307
303,55.75262989834399,37.60355095700788
304,55.817400818738854,37.439304121825835
305,55.67786764223295,37.46679525033091
306,55.637078,37.353189
307,55.670021,37.55248
309,55.79066193042067,37.52991665865991
828,55.623121176437124,37.42298568774379
393,55.729833,37.731021
310,55.612045,37.732718
311,55.808599,37.799203
316,55.653294,37.844208
317,55.586807,37.724966
318,55.502166,37.572234
331,56.0089131876376,37.1999259826393
332,55.982439466004735,37.175476445060184
333,55.606934,37.296676
341,55.964791,37.413565
344,55.939877,37.36467
346,55.960044,37.412936
354,55.91327,37.58498
377,55.612146,37.606999
379,55.71077817042715,37.67370856616199
384,55.643658,37.526232
385,55.7385773808648,37.41091380489331
394,55.753383366565764,37.71557828836033
395,55.677737,37.506882
397,55.63421673950964,37.440540347365335
398,55.76023763516244,37.62557777909819
399,55.79486869583572,37.6169882857049
400,55.803469,37.618848
402,55.633895073700714,37.44236424949629
404,55.707512,37.385573
405,55.81023950301092,37.38335150176073
406,55.619574,37.752149
408,55.73549141156988,37.619066695769924
409,55.73633554716559,37.46724888954877
413,55.7836,37.719244
415,55.676463,37.858536
423,55.75822894648214,37.65710908465458
416,55.912804,37.57157
417,55.63176281894774,37.517685136245156
424,55.6038788252931,37.49096252392542
431,55.565605,37.556128
434,55.793227,37.636356
435,55.840191703007896,37.4915377684154
438,55.806044,37.395455
439,55.5516695469886,37.52810862426719
440,55.73617431971015,37.59106991534423
442,55.625282,37.76133
443,55.88788090394799,37.66241981349154
444,55.649063,37.744936
446,55.850995,37.597414
447,55.852768,37.585808
448,55.85318877360087,37.351736923941836
450,55.999935720430116,37.25928233994067
476,55.817593,37.85091
454,55.704215,37.645196
455,55.80179469273774,37.531808321426176
456,55.612065,37.603118
470,55.817527670998565,37.439212926717836
473,55.574874,37.580104
474,55.6618538159327,37.4815548306877
477,55.8055562354334,37.41328116931122
479,55.64753817542448,37.59571515078715
484,55.777099,37.523707
487,55.795030455652146,37.710833499334875
499,55.823813,37.635063
501,55.660135,37.407555
503,55.71479097877348,37.884225920592975
506,55.863166,37.602139
509,55.658794,37.401905
511,55.653644,37.620698
516,55.728054711034034,37.47559615211346
517,55.582655,37.671507
518,55.48568297943777,37.56408654208326
520,55.711732,37.898476
521,55.80949316665212,37.463610769171055
523,55.819694100370114,37.320236317788876
525,55.636446276998434,37.59656853436196
526,55.498974,37.567905
537,55.611114,37.606622
539,55.884721,37.60372
541,55.729224,37.645402
542,55.80577758754696,37.51464717748468
548,55.700735,37.854548
552,55.61207521096045,37.537721486833235
560,55.577546,37.597163
567,55.593868,37.351896
581,55.649825,37.770043
582,55.682651,37.661913
586,55.537307,37.512398
587,55.81316776084989,37.603835862426386
588,55.622604,37.60593
594,55.795732,37.59206
597,55.69587,37.664896
599,55.77179369433347,37.63316216931137
600,55.781134,37.631883
602,55.741095,37.626744
613,55.7405884498515,37.65773564417998
614,55.724124,37.825155
619,55.795823,37.58499
626,55.62574767479216,37.30648754100014
632,55.81411015201313,37.73364954232736
634,55.607356,37.733716
637,55.633221,37.624247
640,55.793409,37.492464
641,55.524426,37.51777
645,55.62196184309892,37.61031679363992
647,55.658256,37.845089
648,55.615791802172716,37.716253470886095
651,55.678022,37.482241
655,55.76048844524907,37.614731933361334
657,55.8571244230489,37.55900253372901
658,55.701866,37.931641
660,55.72888894505509,37.62366579629465
677,55.83566,37.490497
681,55.729741,37.639455
682,55.775019,37.657098
706,55.573139,37.609128
720,55.747363,37.707098
733,55.699999,37.752365
752,55.81889121157695,37.57351886360242
758,55.825664,37.51653
767,55.752029,37.816271
770,55.685919,37.853955
772,55.683752,37.491063
775,55.594687,37.737821
787,55.708729,37.622091
797,55.72734321111157,37.57985957672019
811,55.82666,37.44479
823,55.569846,37.579044
824,55.716869,37.690587
829,55.70873599043661,37.59550559259025
850,55.80951592332189,37.84117564742773
851,55.78970008300583,37.75216810618085
854,55.64784022237861,37.48123275971965
872,55.776289,37.656703
873,55.84085877060694,37.48521355796396
884,55.687051,37.603918
907,55.79157989313363,37.560329322451615
909,55.780588,37.667348
917,55.7763,37.5816999
920,55.70729446411133,37.45682907104492
934,55.61458206176758,37.74269104003906
